SUB CAT NAME
"['GOURMET ETHNIC CUISINES', 'CHOCOLATES', 'CHOCOLATES']"
"['INSTANT SNACKS', 'BATH SOAP & BODYWASH', 'PUFFED SNACKS', 'DETERGENTS', 'CHOCOLATES', 'BISCUITS', 'FLOOR CLEANERS', 'BISCUITS', 'WHOLE CEREALS', 'CHOCOLATES', 'BATH SOAP & BODYWASH', 'HOME TOOLS & SUPPLIES', 'JUICES', 'BISCUITS']"
"['BREAKFAST CEREALS', 'HOME TOOLS & SUPPLIES', 'COLD & FROZEN FOODS', 'COLD & FROZEN FOODS', 'LAUNDRY AIDS', 'FACEWASH', 'FACEWASH']"
"['CHIPS', 'CHOCOLATES', 'CHOCOLATES']"
"['DEO & ANTIPERSPIRANTS', 'DEO & ANTIPERSPIRANTS']"
"['DAIRY', 'NAMKEENS', 'BISCUITS']"
['ICECEAM']
"['CHOCOLATES', 'CHIPS', 'INSTANT SNACKS', 'CHIPS', 'FLOOR CLEANERS', 'GOURMET ETHNIC CUISINES']"
"['INSTANT MEALS', 'DAIRY', 'FLOOR CLEANERS', 'SUGAR', 'DAIRY', 'GOURMET ETHNIC CUISINES', 'BAKERY ITEMS', 'BABY FOODS', 'BAKERY ITEMS']"
"['WHOLE CEREALS', 'SALT', 'OIL']"
"['RICE', 'BREAKFAST CEREALS']"
"['CHOCOLATES', 'DAIRY', 'INSTANT SNACKS', 'FLOOR CLEANERS', 'BAKERY ITEMS', 'BAKERY ITEMS', 'BAKERY ITEMS']"
"['CONFECTIONERY', 'CHOCOLATES', 'FLOOR CLEANERS', 'COLD & FROZEN FOODS']"
"['DAIRY', 'DAIRY']"
"['WHOLE CEREALS', 'DAL&PULSES']"
"['MASALA & GROUND SPICE  POWDER', 'DAL&PULSES', 'JAMS']"
['WAXING KAJAL LIP']
"['LAUNDRY AIDS', 'DAIRY', 'BAKERY ITEMS']"
"['CHIPS', 'BODYWASH/SHOWERGEL', 'BATH SOAP & BODYWASH', 'BAKERY ITEMS', 'TOOTHPASTE', 'BODYLOTIONS', 'CHIPS', 'DAIRY', 'COFFEE']"
"['CARBONATED', 'CARBONATED']"
"['DAIRY', 'TOOTHBRUSH', 'DAIRY', 'DAL&PULSES', 'FLOOR CLEANERS', 'DAIRY', 'CHOCOLATES', 'DISPOSABLES/ PARTY SUPPLIES', 'COFFEE']"
"['BREAKFAST CEREALS', 'CARBONATED', 'COLD & FROZEN FOODS', 'JUICES', 'COLD & FROZEN FOODS', 'CONFECTIONERY', 'NAMKEENS', 'FLOOR CLEANERS', 'COLD & FROZEN FOODS', 'COLD & FROZEN FOODS', 'SPREADS']"
"['DAIRY', 'CONFECTIONERY', 'BAKERY ITEMS']"
"['DAL&PULSES', 'DAIRY', 'DAL&PULSES', 'DAIRY']"
"['UPWAS MAIN ITEMS', 'UPWAS MAIN ITEMS', 'BISCUITS', 'NAMKEENS', 'SUGAR', 'DETERGENTS']"
"['DAIRY', 'BAKING', 'DAIRY', 'INSTANT SNACKS', 'HOME TOOLS & SUPPLIES', 'DAIRY']"
"['DAIRY', 'DAIRY', 'INSTANT MEALS', 'NAMKEENS', 'FLOOR CLEANERS', 'TOOTHBRUSH', 'CONDITIONER', 'VEGETABLES', 'JUICES', 'BAKERY ITEMS', 'BAKERY ITEMS', 'BREAKFAST CEREALS', 'BREAKFAST CEREALS', 'DAIRY']"
"['CARBONATED', 'FLOOR CLEANERS', 'COLD & FROZEN FOODS', 'BAKERY ITEMS']"
"['TEA', 'WHOLE SPICES', 'OIL', 'SUGAR']"
['DAIRY']
['HEALTH FOODS']
"['DAIRY', 'VEGETABLES', 'VEGETABLES', 'BAKERY ITEMS', 'DAIRY', 'ICECEAM', 'ICECEAM']"
['COLD & FROZEN FOODS']
"['SPICES OTHERS', 'VEGETABLES', 'BAKING']"
"['BISCUITS', 'BAKERY ITEMS', 'CHIPS', 'CHIPS']"
"['WHOLE SPICES', 'WHOLE SPICES', 'BISCUITS', 'WHOLE SPICES', 'WHOLE SPICES', 'WHOLE SPICES', 'FRYUMS', 'PICKLES', 'INSTANT SNACKS', 'INSTANT SNACKS', 'INSTANT SNACKS', 'INSTANT SNACKS', 'WHOLE SPICES']"
"['BISCUITS', 'NAMKEENS', 'NAMKEENS', 'CHIPS', 'PUFFED SNACKS', 'BISCUITS', 'DAIRY', 'PUFFED SNACKS', 'FLOOR CLEANERS', 'CHIPS', 'SPREADS']"
"['FRESHNERS', 'FRESHNERS', 'POOJA ITEMS', 'BISCUITS', 'FLOOR CLEANERS', 'DAIRY', 'CHOCOLATES', 'OIL']"
"['FLOOR CLEANERS', 'CARBONATED']"
"['SUGAR', 'DAIRY', 'OIL']"
"['NAMKEENS', 'WHOLE SPICES', 'WHOLE CEREALS']"
"['CARBONATED', 'COLD & FROZEN FOODS', 'DAIRY', 'DAIRY']"
['CHOCOLATES']
"['TOOTHPASTE', 'DAIRY', 'FLOOR CLEANERS', 'BAKERY ITEMS', 'BAKERY ITEMS', 'JUICES', 'JUICES']"
"['CHIPS', 'SUGAR', 'TEA']"
"['COLD & FROZEN FOODS', 'DAIRY', 'DAIRY', 'DAIRY', 'HEALTH FOODS', 'HEALTH FOODS', 'BAKERY ITEMS']"
"['CARBONATED', 'CHIPS', 'DAIRY', 'DAIRY', 'OIL', 'HANDWASH/SANITIZERS', 'BABY CARE', 'INSTANT SNACKS', 'BAKERY ITEMS', 'UPWAS MAIN ITEMS', 'DAL&PULSES', 'DETERGENTS', 'BAKERY ITEMS', 'DETERGENTS', 'BABY CARE', 'REPELLENTS', 'GHEE', 'FLOURS', 'BAKERY ITEMS', 'HOME TOOLS & SUPPLIES', 'INSTANT SNACKS', 'NAMKEENS']"
"['MASALA & GROUND SPICE  POWDER', 'WHOLE SPICES', 'WHOLE SPICES', 'WHOLE SPICES', 'OIL', 'WHOLE SPICES', 'FLOOR CLEANERS', 'DAIRY', 'OIL']"
"['BREAKFAST CEREALS', 'FLOURS']"
"['BAKERY ITEMS', 'VEGETABLES', 'BAKERY ITEMS']"
"['BREAKFAST CEREALS', 'CHIPS', 'INSTANT SNACKS', 'LAUNDRY AIDS', 'INSTANT SNACKS', 'BODYLOTIONS', 'DAIRY', 'FLOOR CLEANERS', 'CARBONATED', 'DETERGENTS', 'TOILET BATHROOM CLEANERS']"
['TEA BAGS']
"['COLD & FROZEN FOODS', 'FLOOR CLEANERS']"
"['NAMKEENS', 'NAMKEENS', 'JUICES', 'FLOOR CLEANERS', 'TOOTHBRUSH']"
"['NAMKEENS', 'BISCUITS', 'BISCUITS']"
"['CARBONATED', 'NAMKEENS']"
"['COLD & FROZEN FOODS', 'HANDWASH/SANITIZERS', 'BODYLOTIONS', 'FLOOR CLEANERS', 'CARBONATED', 'CARBONATED', 'FRESHNERS']"
"['CARBONATED', 'CHIPS', 'FLOOR CLEANERS', 'CHIPS', 'COLD & FROZEN FOODS']"
"['DAIRY', 'DAIRY']"
['OIL']
['WHOLE SPICES']
"['DAL&PULSES', 'DAL&PULSES', 'DAL&PULSES']"
"['CONDITIONER', 'SHAMPOO', 'FACEWASH']"
"['MASALA PASTES', 'FLOOR CLEANERS', 'MASALA PASTES', 'BISCUITS', 'BISCUITS', 'HANDWASH/SANITIZERS', 'HANDWASH/SANITIZERS']"
"['SALT', 'OIL', 'FLOOR CLEANERS']"
"['NAPKINS', 'NAPKINS', 'FLOOR CLEANERS', 'NAMKEENS']"
['SPREADS']
"['JUICES', 'DEO & ANTIPERSPIRANTS', 'DAIRY', 'FLOOR CLEANERS', 'DAIRY', 'INSTANT SNACKS', 'UPWAS MAIN ITEMS']"
"['FLOOR CLEANERS', 'CARBONATED', 'BAKERY ITEMS']"
"['NAMKEENS', 'UPWAS MAIN ITEMS']"
['COLD & FROZEN FOODS']
"['CARBONATED', 'NAMKEENS', 'OIL', 'COLD & FROZEN FOODS', 'BATH SOAP & BODYWASH', 'SPREADS', 'CHIPS', 'NAMKEENS', 'CARBONATED', 'FLOOR CLEANERS', 'DAIRY', 'COLD & FROZEN FOODS', 'BATH SOAP & BODYWASH', 'VEGETABLES', 'CHIPS', 'DAIRY']"
"['INSTANT SNACKS', 'INSTANT SNACKS', 'CHIPS']"
"['DAIRY', 'DAIRY']"
['ICECEAM']
"['UPWAS MAIN ITEMS', 'WHOLE SPICES', 'INSTANT MEALS', 'FLOURS', 'FLOOR CLEANERS', 'RICE', 'BAKING', 'BAKING', 'WHOLE CEREALS', 'FRYUMS']"
"['CARBONATED', 'JUICES', 'OIL', 'VEGETABLES', 'VEGETABLES', 'FLOOR CLEANERS', 'HOME TOOLS & SUPPLIES']"
"['JUICES', 'NAMKEENS', 'ICECEAM', 'ICECEAM', 'DAIRY', 'BAKERY ITEMS']"
['DRIED FRUITS']
"['CHIPS', 'CHIPS', 'FLOOR CLEANERS']"
"['NAMKEENS', 'NAMKEENS', 'FLOOR CLEANERS', 'PUFFED SNACKS']"
"['DETERGENTS', 'BISCUITS', 'BISCUITS', 'DAL&PULSES', 'BISCUITS', 'TOILET BATHROOM CLEANERS', 'BAKERY ITEMS', 'DETERGENTS', 'TOILET BATHROOM CLEANERS', 'BISCUITS', 'BAKERY ITEMS']"
"['HOME TOOLS & SUPPLIES', 'HOME TOOLS & SUPPLIES']"
"['CARBONATED', 'COLD & FROZEN FOODS', 'COLD & FROZEN FOODS']"
"['CARBONATED', 'DAIRY', 'FLOOR CLEANERS', 'DRINK MIXES', 'CARBONATED', 'BAKERY ITEMS']"
"['CONFECTIONERY', 'ICECEAM', 'ICECEAM', 'ICECEAM', 'ICECEAM', 'ICECEAM']"
['CHIPS']
['OIL']
"['GOURMET ETHNIC CUISINES', 'GOURMET ETHNIC CUISINES']"
['INSTANT SNACKS']
"['NAMKEENS', 'SWEETS', 'NAMKEENS', 'SWEETS', 'NAMKEENS']"
"['OIL', 'FLOOR CLEANERS', 'COLD & FROZEN FOODS', 'DAIRY', 'RICE']"
['CHOCOLATES']
['ICECEAM']
"['FLOURS', 'FLOOR CLEANERS', 'WHOLE CEREALS', 'DAIRY', 'BAKERY ITEMS']"
['BISCUITS']
"['CARBONATED', 'HAIR OILS', 'DRINK MIXES', 'WHOLE SPICES', 'FLOOR CLEANERS', 'DRINK MIXES', 'BISCUITS', 'CARBONATED']"
"['ICECEAM', 'ICECEAM', 'ICECEAM']"
"['REPELLENTS', 'RAZORS', 'NAMKEENS', 'NAMKEENS', 'NAMKEENS', 'CARBONATED', 'FLOOR CLEANERS', 'NAMKEENS', 'FACEWASH', 'CARBONATED']"
