SUB CAT NAME
"['BISCUITS', 'CORE DRYFRUITS', 'BISCUITS', 'BISCUITS', 'RICE', 'UPWAS MAIN ITEMS', 'SUGAR']"
"['NAMKEENS', 'NAMKEENS']"
"['NAMKEENS', 'BREAKFAST CEREALS', 'MASALA & GROUND SPICE  POWDER', 'DAIRY', 'WHOLE CEREALS', 'BREAKFAST CEREALS', 'MASALA & GROUND SPICE  POWDER', 'POOJA ITEMS', 'FLOOR CLEANERS', 'DAL&PULSES', 'DAL&PULSES', 'PAPAD', 'DAL&PULSES', 'BATH SOAP & BODYWASH', 'MASALA & GROUND SPICE  POWDER', 'SUGAR', 'CHIPS', 'DAIRY', 'WHOLE SPICES', 'WHOLE SPICES', 'OIL', 'INSTANT SNACKS', 'SHAMPOO', 'SURFACE/GLASS CLEANERS', 'TOILET BATHROOM CLEANERS', 'BATH SOAP & BODYWASH', 'NAMKEENS', 'COFFEE', 'SHAMPOO', 'BATH SOAP & BODYWASH', 'BATH SOAP & BODYWASH', 'BISCUITS', 'RICE', 'DAIRY', 'ICECEAM', 'UPWAS MAIN ITEMS', 'HEALTHDRINKS', 'CHIPS', 'BISCUITS', 'NAPKINS', 'FLOOR CLEANERS', 'CHIPS', 'DAIRY', 'ICECEAM', 'DAIRY']"
"['FLOURS', 'DETERGENTS', 'JUICES', 'CARBONATED', 'INSTANT SNACKS', 'SALT', 'DETERGENTS', 'NAPKINS', 'SHAMPOO', 'BATH SOAP & BODYWASH', 'TOOTHPASTE', 'GHEE', 'SWEETS', 'INSTANT SNACKS', 'BAKERY ITEMS', 'HAIR GEL CREAM TONIC', 'DAIRY', 'BISCUITS', 'HOME TOOLS & SUPPLIES', 'DISPOSABLES/ PARTY SUPPLIES', 'UTENSIL SOAPS/SCRUBBER', 'FLOOR CLEANERS', 'CONFECTIONERY', 'DEO & ANTIPERSPIRANTS', 'DEO & ANTIPERSPIRANTS']"
"['FLOURS', 'UPWAS MAIN ITEMS', 'CHIPS']"
"['BISCUITS', 'BREAKFAST CEREALS', 'WHOLE SPICES', 'COLD & FROZEN FOODS', 'INSTANT MEALS', 'INSTANT SNACKS', 'FLOOR CLEANERS', 'JUICES', 'DRINK MIXES', 'BAKERY ITEMS']"
"['JUICES', 'BISCUITS', 'COFFEE', 'JUICES', 'CHOCOLATES', 'COLD & FROZEN FOODS', 'CHOCOLATES', 'JUICES', 'JUICES', 'JUICES', 'SWEETS', 'CARBONATED', 'FLOOR CLEANERS', 'CHIPS', 'COLD & FROZEN FOODS', 'FLOOR CLEANERS', 'VEGETABLES', 'JUICES', 'BAKERY ITEMS', 'CONFECTIONERY', 'COFFEE', 'COFFEE', 'COFFEE', 'JUICES', 'JUICES']"
"['DAIRY', 'UPWAS MAIN ITEMS']"
"['CARBONATED', 'SAUCE', 'SPREADS', 'FLOOR CLEANERS', 'BISCUITS', 'BISCUITS']"
"['JUICES', 'UPWAS MAIN ITEMS', 'DEO & ANTIPERSPIRANTS', 'SUGAR', 'UTENSIL SOAPS/SCRUBBER', 'FLOOR CLEANERS', 'BAKERY ITEMS', 'UPWAS MAIN ITEMS', 'BREAKFAST CEREALS', 'ICECEAM']"
"['FACEWASH', 'DISPOSABLES/ PARTY SUPPLIES', 'BODYLOTIONS', 'TEA BAGS', 'FLOURS', 'FACECREAMS', 'COLD & FROZEN FOODS', 'DISPOSABLES/ PARTY SUPPLIES', 'FLOOR CLEANERS', 'DETERGENTS', 'FRESHNERS', 'HOME TOOLS & SUPPLIES', 'PICKLES', 'HOME TOOLS & SUPPLIES', 'FACEWASH', 'FACEWASH']"
"['WAXING KAJAL LIP', 'BABY CARE', 'CHIPS', 'DAIRY', 'CARBONATED', 'JUICES', 'SUGAR', 'SHAMPOO', 'CHOCOLATES', 'CHIPS', 'HOME TOOLS & SUPPLIES']"
"['REPELLENTS', 'FLOOR CLEANERS', 'UTENSIL SOAPS/SCRUBBER', 'TOOTHBRUSH', 'CARBONATED', 'HANDWASH/SANITIZERS', 'CARBONATED']"
"['MASALA & GROUND SPICE  POWDER', 'BISCUITS', 'BISCUITS', 'INSTANT SNACKS', 'UTENSIL SOAPS/SCRUBBER', 'OIL', 'OIL', 'LAUNDRY AIDS', 'REPELLENTS', 'UTENSIL SOAPS/SCRUBBER', 'UPWAS MAIN ITEMS', 'PICKLES', 'BABY FOODS', 'FLOOR CLEANERS', 'SUGAR', 'BABY CARE', 'DETERGENTS', 'POOJA ITEMS', 'NAPKINS', 'FLOOR CLEANERS', 'UTENSIL SOAPS/SCRUBBER', 'TOOTHPASTE', 'BISCUITS', 'LAUNDRY AIDS', 'DISPOSABLES/ PARTY SUPPLIES', 'BABY CARE', 'HOME TOOLS & SUPPLIES', 'OIL']"
"['TEA', 'UTENSIL SOAPS/SCRUBBER', 'BAKERY ITEMS']"
"['SALT', 'RICE', 'FLOOR CLEANERS', 'BISCUITS', 'BAKERY ITEMS', 'BATH SOAP & BODYWASH', 'CHIPS', 'BAKERY ITEMS']"
"['FLOURS', 'RICE']"
"['TOOTHPASTE', 'DETERGENTS', 'BATH SOAP & BODYWASH', 'TOOTHPASTE', 'HEALTH FOODS']"
"['CORE DRYFRUITS', 'CORE DRYFRUITS', 'HOME TOOLS & SUPPLIES', 'HOME TOOLS & SUPPLIES']"
"['PAPAD', 'UPWAS SNACKS', 'DAL&PULSES', 'INSTANT MEALS']"
"['COLD & FROZEN FOODS', 'COLD & FROZEN FOODS']"
"['SHAMPOO', 'FLOOR CLEANERS', 'BISCUITS', 'CARBONATED', 'DISPOSABLES/ PARTY SUPPLIES', 'COLD & FROZEN FOODS', 'DISPOSABLES/ PARTY SUPPLIES', 'BISCUITS']"
['COLD & FROZEN FOODS']
"['FLOOR CLEANERS', 'CARBONATED', 'BAKERY ITEMS']"
"['FLOOR CLEANERS', 'DAIRY', 'DAIRY', 'BAKERY ITEMS']"
