SUB CAT NAME
"['INSTANT SNACKS', 'MASALA & GROUND SPICE  POWDER', 'BISCUITS', 'BODYLOTIONS', 'BABY CARE', 'DRINK MIXES', 'RICE', 'RICE', 'BISCUITS', 'WHOLE SPICES', 'WHOLE CEREALS', 'SUGAR', 'DAL&PULSES', 'FLOURS', 'SAUCE', 'UPWAS MAIN ITEMS']"
"['UPWAS SNACKS', 'SWEETS', 'SWEETS', 'FLOURS', 'DAIRY', 'MASALA & GROUND SPICE  POWDER', 'JUICES', 'FLOURS', 'FLOURS', 'GENERAL ITEM']"
"['UPWAS SNACKS', 'SWEETS', 'SWEETS', 'FLOURS', 'DAIRY', 'MASALA & GROUND SPICE  POWDER', 'JUICES', 'FLOURS', 'GENERAL ITEM']"
"['NAMKEENS', 'FLOOR CLEANERS', 'DETERGENTS', 'CHIPS']"
"['BREAKFAST CEREALS', 'RICE', 'FACEWASH', 'BATH SOAP & BODYWASH', 'UPWAS MAIN ITEMS', 'OIL', 'SPICES OTHERS', 'SWEETS', 'FLOOR CLEANERS', 'PICKLES', 'INSTANT MEALS', 'GHEE', 'CARBONATED', 'UPWAS MAIN ITEMS', 'BAKERY ITEMS', 'FLOURS', 'FACEWASH', 'INSTANT SNACKS', 'INSTANT SNACKS', 'CONFECTIONERY', 'BAKERY ITEMS']"
"['COLD & FROZEN FOODS', 'INSTANT SNACKS', 'COLD & FROZEN FOODS', 'BISCUITS', 'SWEETS', 'WHOLE CEREALS', 'DAIRY', 'SWEETS', 'BAKERY ITEMS', 'DAIRY', 'BAKERY ITEMS', 'FLOURS', 'DAIRY', 'VEGETABLES', 'INSTANT MEALS', 'FLOURS', 'BAKERY ITEMS']"
"['REPELLENTS', 'COFFEE', 'DAIRY', 'SPICES OTHERS', 'FLOOR CLEANERS', 'MASALA & GROUND SPICE  POWDER', 'UTENSIL SOAPS/SCRUBBER', 'VEGETABLES', 'DAIRY', 'DISPOSABLES/ PARTY SUPPLIES', 'BAKERY ITEMS']"
"['BISCUITS', 'BISCUITS', 'UTENSIL SOAPS/SCRUBBER', 'DETERGENTS', 'SUGAR', 'HANDWASH/SANITIZERS', 'DISPOSABLES/ PARTY SUPPLIES', 'OIL', 'DAIRY', 'DISPOSABLES/ PARTY SUPPLIES', 'DETERGENTS', 'DETERGENTS', 'NAPKINS', 'OTC & WELLNESS', 'BISCUITS', 'DAIRY', 'DAIRY', 'DAL&PULSES', 'OTC & WELLNESS', 'TEA', 'HOME TOOLS & SUPPLIES']"
"['BISCUITS', 'DAIRY', 'BISCUITS', 'CHOCOLATES', 'SUGAR', 'BAKERY ITEMS', 'BATH SOAP & BODYWASH', 'GOURMET ETHNIC CUISINES', 'GOURMET ETHNIC CUISINES']"
['INSTANT SNACKS']
"['FLOURS', 'OIL', 'DAIRY', 'DAL&PULSES', 'BAKERY ITEMS', 'DAL&PULSES', 'DEO & ANTIPERSPIRANTS', 'BAKERY ITEMS', 'BAKERY ITEMS']"
"['FLOURS', 'DETERGENTS', 'UPWAS MAIN ITEMS', 'DAL&PULSES', 'UPWAS MAIN ITEMS', 'DAL&PULSES', 'MASALA & GROUND SPICE  POWDER', 'FLOOR CLEANERS', 'UTENSIL SOAPS/SCRUBBER', 'SALT', 'WHOLE SPICES', 'MASALA & GROUND SPICE  POWDER', 'WHOLE SPICES', 'WHOLE SPICES', 'TOOTHPASTE', 'NAMKEENS', 'PAPAD', 'FLOURS', 'WHOLE SPICES', 'FLOOR CLEANERS', 'DETERGENTS', 'MASALA & GROUND SPICE  POWDER', 'MASALA & GROUND SPICE  POWDER', 'OIL', 'GHEE', 'BATH SOAP & BODYWASH', 'MASALA & GROUND SPICE  POWDER', 'WHOLE CEREALS']"
"['MASALA & GROUND SPICE  POWDER', 'INSTANT SNACKS', 'INSTANT SNACKS', 'FLOOR CLEANERS', 'INSTANT SNACKS', 'COLD & FROZEN FOODS', 'TEA BAGS', 'BAKERY ITEMS', 'DEO & ANTIPERSPIRANTS', 'DAL&PULSES', 'DEO & ANTIPERSPIRANTS']"
"['CONFECTIONERY', 'CONFECTIONERY']"
"['JUICES', 'DAIRY', 'BAKING', 'CARBONATED', 'DAIRY', 'DAIRY', 'SAUCE', 'SAUCE', 'MASALA & GROUND SPICE  POWDER', 'FLOOR CLEANERS', 'CHOCOLATES', 'SAUCE', 'OIL', 'CHIPS', 'SAUCE', 'SAUCE', 'CHOCOLATES', 'CHOCOLATES']"
"['OIL', 'INSTANT SNACKS', 'BISCUITS', 'BISCUITS', 'SALT', 'BISCUITS', 'BISCUITS', 'WHOLE CEREALS', 'FLOURS', 'SUGAR', 'BISCUITS']"
"['SUGAR', 'HANDWASH/SANITIZERS']"
"['WHOLE SPICES', 'FLOURS', 'WHOLE SPICES', 'DAL&PULSES', 'FLOOR CLEANERS', 'SUGAR', 'WHOLE SPICES']"
"['COLD & FROZEN FOODS', 'COLD & FROZEN FOODS']"
['DISPOSABLES/ PARTY SUPPLIES']
